id,text
49,"@nakamuraqazuha nanti ayahmu bisa dipindahkan ke papua, kamu mau? dosen saya ini kader golkar. sodara ipar saha kapolda😭"
50,"@badutkenyal “nak… nak…” wkwkwk ini ibu-ibu lawak bgt dah, bilang Safa suruh hati-hati karena bawa nama baik papahnya, tapi dia sibuk mencemar nama baik dirinya sendiri serta kerabat dan kenalannya ke kasus yang gajelas gini rawr takut bgt tentara aw kapolda"
51,"@registaco Tambahkan, dan kakak ipar saya itu Kapolda, kamu mau di pindahin ke papua jadi pemain Persipura???"
52,"@Spurs_ID @Sonny7 Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
53,"@RiuRizkiUtomo_ Jangan dong, jakarta butuh beliau sbg kapolda. Pak djarot cocok menjabat plt gub dki, untuk mengusut maling anggaran 5 tahun terakhir."
54,"@forwlsky @infotwitwor_ Kamu ini siapa?jangan macem macem ya sama saya! Saya ini aktivis HAM, ayah saya

TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR. jangan macem macem kamu! Mau saya bawa ke meja hijau?"
55,"Mbak2 29thn : ""hati2! Aku pejuang HAM! Dosenku kader golkar! Pacarku kakaknya kapolda! Adikku polisi! Bapakmu aku turunin”.

-

Ternyata benar Dewasa gak soal umur tapi pemikiran nyatanya ada orang di umur hampir 30tahun masih sibuk ngurusin orang yang ngatain idolanya"
56,@adjisdoaibu Ya ampun kapolda
57,"Tasyakuran milad Masjid Jogokaryan ke 50 tahun juga dihadiri Kapolda DIY Brigjend Pol Ahmad Dofiri. Ditampilkan juga pentas seni dari Himpunan Anak-anak Masjid Jogokariyan (HAMAS), pengurus HAMAS dan Remaja Masjid Jogokariyan. Hikmah tasyakuran disampaikan oleh KH.M.Jazir ASP."
58,"ini ada apa sih yg masalah kpop, terus ada kapolda juga ngapaaiiinnnn"
59,"@fairysszz aktivis HAM, golkar, kapolri kapolda ga?"
60,"@normad1az Ra urus.
Pasti mau mantau perdebatan Kapolda, Kader Golkar"
61,@Aressvamps materai khusus dari kapolda
62,safa space itu bikin gue malu si. gue kan baru menginjak 29 tahun ya. takut bgt bestie jadi kek si mba mba berdosen kader golkar dan punya calon kakak ipar kapolda 🫠🤣
63,"@Spurs_ID @Sonny7 “Heh… jgn macam2 kamu. Dosen saya itu Kader Golongan Korea lho, dan calon suami saya itu, kakaknya Kapolda Gangnam. Mau bapak kamu dimutasi ke DMZ?”😝🤣"
64,"@nanutraweuy @infotwitwor_ K : Kapolda
P : Penggemar
O : Olahan
P : plastik"
65,@PrasetyoEkoy @sriayu_jk Calon suami saya itu kaka nya Kapolda
66,bisabisanya semalem garagara baca K-pop Kapolda pop langsung bahas norman kamaru😭
67,@suhshine2919 janji ga kapolda?😭😭😭☝️
68,"@dusrimulya Jangan macem macem ya sama saya!
Saya ini aktivis HAM, ayah saya TENTARA, adek saya POLISI, kakanya calon suami saya itu KAPOLDA, dan dosen saya KADER GOLKAR.
jangan macem macem kamu! Mau saya bawa ke meja hijau?"
69,"@jokowi Kapolda udh berusaha membersihkan nma baik, eh anggotanya yg ngotorin"
70,"@suhshine2919 iya wehhh, dngr2 backingannya kapolda sama dosen kader golkar kak"
71,@dsuperboy K-pop singkatan dari K nya Kapolda ... Serem bgt 😭
